species	taxid	in_refseq_protein	total	NP_	XP_	WP_	YP_	OTHER	XP_ratio
Streptomyces sp. NPDC048187	3365509	YES	5896	0	0	5896	0	0	0.0000
Streptomyces sp. NPDC048192	3365510	YES	4769	0	0	4769	0	0	0.0000
Streptomyces sp. NPDC048197	3365511	YES	6400	0	0	6400	0	0	0.0000
Streptomyces sp. NPDC048200	3365512	YES	4688	0	0	4688	0	0	0.0000
Streptomyces sp. NPDC048201	3365513	YES	2236	0	0	2236	0	0	0.0000
Streptomyces sp. NPDC048202	3365514	YES	3569	0	0	3569	0	0	0.0000
Streptomyces sp. NPDC048208	3365515	YES	2382	0	0	2382	0	0	0.0000
Streptomyces sp. NPDC048211	3365516	YES	4564	0	0	4564	0	0	0.0000
Streptomyces sp. NPDC048219	3365517	YES	4021	0	0	4021	0	0	0.0000
Streptomyces sp. NPDC048225	3365518	YES	2707	0	0	2707	0	0	0.0000
Streptomyces sp. NPDC048231	3365519	YES	1834	0	0	1834	0	0	0.0000
Streptomyces sp. NPDC048232	3365520	YES	4140	0	0	4140	0	0	0.0000
Streptomyces sp. NPDC048241	3365521	YES	3809	0	0	3809	0	0	0.0000
Streptomyces sp. NPDC048243	3365522	YES	2745	0	0	2745	0	0	0.0000
Streptomyces sp. NPDC048248	3365523	YES	7103	0	0	7103	0	0	0.0000
Streptomyces sp. NPDC048253	3365524	YES	3619	0	0	3619	0	0	0.0000
Streptomyces sp. NPDC048254	3365525	YES	7853	0	0	7853	0	0	0.0000
Streptomyces sp. NPDC048257	3365526	YES	4686	0	0	4686	0	0	0.0000
Streptomyces sp. NPDC048258	3365527	YES	7524	0	0	7524	0	0	0.0000
Streptomyces sp. NPDC048282	3365528	YES	7549	0	0	7549	0	0	0.0000
Streptomyces sp. NPDC048288	3365529	YES	6279	0	0	6279	0	0	0.0000
Streptomyces sp. NPDC048291	3365530	YES	8177	0	0	8177	0	0	0.0000
Streptomyces sp. NPDC048297	3365531	YES	6989	0	0	6989	0	0	0.0000
Streptomyces sp. NPDC048305	3365532	YES	3274	0	0	3274	0	0	0.0000
Streptomyces sp. NPDC048330	3365533	YES	4644	0	0	4644	0	0	0.0000
Streptomyces sp. NPDC048331	3365534	YES	6005	0	0	6005	0	0	0.0000
Streptomyces sp. NPDC048337	3365535	YES	6923	0	0	6923	0	0	0.0000
Streptomyces sp. NPDC048338	3365536	YES	5857	0	0	5857	0	0	0.0000
Streptomyces sp. NPDC048340	3365537	YES	3493	0	0	3493	0	0	0.0000
Streptomyces sp. NPDC048350	3365538	YES	3042	0	0	3042	0	0	0.0000
Streptomyces sp. NPDC048362	3365539	YES	5304	0	0	5304	0	0	0.0000
Streptomyces sp. NPDC048370	3365540	YES	5434	0	0	5434	0	0	0.0000
Streptomyces sp. NPDC048386	3365541	YES	572	0	0	572	0	0	0.0000
Streptomyces sp. NPDC048387	3365542	YES	3101	0	0	3101	0	0	0.0000
Streptomyces sp. NPDC048392	3365543	YES	6772	0	0	6772	0	0	0.0000
Streptomyces sp. NPDC048405	3365544	YES	669	0	0	669	0	0	0.0000
Streptomyces sp. NPDC048410	3365545	YES	4324	0	0	4324	0	0	0.0000
Streptomyces sp. NPDC048416	3365546	YES	6600	0	0	6600	0	0	0.0000
Streptomyces sp. NPDC048419	3365547	YES	8800	0	0	8800	0	0	0.0000
Streptomyces sp. NPDC048425	3365548	YES	3706	0	0	3706	0	0	0.0000
Streptomyces sp. NPDC048434	3365549	YES	6541	0	0	6541	0	0	0.0000
Streptomyces sp. NPDC048436	3365550	YES	7209	0	0	7209	0	0	0.0000
Streptomyces sp. NPDC048438	3365551	YES	5963	0	0	5963	0	0	0.0000
Streptomyces sp. NPDC048441	3365552	YES	7078	0	0	7078	0	0	0.0000
Streptomyces sp. NPDC048445	3365553	YES	5121	0	0	5121	0	0	0.0000
Streptomyces sp. NPDC048448	3365554	YES	2635	0	0	2635	0	0	0.0000
Streptomyces sp. NPDC048462	3365555	YES	6953	0	0	6953	0	0	0.0000
Streptomyces sp. NPDC048473	3365556	YES	916	0	0	916	0	0	0.0000
Streptomyces sp. NPDC048481	3365557	YES	6062	0	0	6062	0	0	0.0000
Streptomyces sp. NPDC048496	3365558	YES	5924	0	0	5924	0	0	0.0000
Streptomyces sp. NPDC048504	3365559	YES	8418	0	0	8418	0	0	0.0000
Streptomyces sp. NPDC048507	3365560	YES	6926	0	0	6926	0	0	0.0000
Streptomyces sp. NPDC048508	3365561	YES	4198	0	0	4198	0	0	0.0000
Streptomyces sp. NPDC048511	3365562	YES	3485	0	0	3485	0	0	0.0000
Streptomyces sp. NPDC048512	3365563	YES	2974	0	0	2974	0	0	0.0000
Streptomyces sp. NPDC048514	3365564	YES	6380	0	0	6380	0	0	0.0000
Streptomyces sp. NPDC048516	3365565	YES	6636	0	0	6636	0	0	0.0000
Streptomyces sp. NPDC048521	3365566	YES	7649	0	0	7649	0	0	0.0000
Streptomyces sp. NPDC048523	3365567	YES	4754	0	0	4754	0	0	0.0000
Streptomyces sp. NPDC048527	3365568	YES	4336	0	0	4336	0	0	0.0000
Streptomyces sp. NPDC048566	3365569	YES	6121	0	0	6121	0	0	0.0000
Streptomyces sp. NPDC048567	3365570	YES	4957	0	0	4957	0	0	0.0000
Streptomyces sp. NPDC048568	3365571	YES	2282	0	0	2282	0	0	0.0000
Streptomyces sp. NPDC048581	3365572	YES	2529	0	0	2529	0	0	0.0000
Streptomyces sp. NPDC048584	3365573	YES	6031	0	0	6031	0	0	0.0000
Streptomyces sp. NPDC048590	3365574	YES	5410	0	0	5410	0	0	0.0000
Streptomyces sp. NPDC048594	3365575	YES	4276	0	0	4276	0	0	0.0000
Streptomyces sp. NPDC048595	3365576	YES	6601	0	0	6601	0	0	0.0000
Streptomyces sp. NPDC048603	3365577	YES	7318	0	0	7318	0	0	0.0000
Streptomyces sp. NPDC048604	3365578	YES	6749	0	0	6749	0	0	0.0000
Streptomyces sp. NPDC048612	3365579	YES	4335	0	0	4335	0	0	0.0000
Streptomyces sp. NPDC048638	3365580	YES	2725	0	0	2725	0	0	0.0000
Streptomyces sp. NPDC048639	3365581	YES	6211	0	0	6211	0	0	0.0000
Streptomyces sp. NPDC048644	3365582	YES	6500	0	0	6500	0	0	0.0000
Streptomyces sp. NPDC048650	3365583	YES	2454	0	0	2454	0	0	0.0000
Streptomyces sp. NPDC048685	3365584	YES	2642	0	0	2642	0	0	0.0000
Streptomyces sp. NPDC048696	3365585	YES	3802	0	0	3802	0	0	0.0000
Streptomyces sp. NPDC048710	3365586	YES	4728	0	0	4728	0	0	0.0000
Streptomyces sp. NPDC048718	3365587	YES	4763	0	0	4763	0	0	0.0000
Streptomyces sp. NPDC048720	3365588	YES	4010	0	0	4010	0	0	0.0000
Streptomyces sp. NPDC048723	3365589	YES	4410	0	0	4410	0	0	0.0000
Streptomyces sp. NPDC048734	3365590	YES	265	0	0	265	0	0	0.0000
Streptomyces sp. NPDC048751	3365591	YES	8655	0	0	8655	0	0	0.0000
Streptomyces sp. NPDC048825	3365592	YES	7531	0	0	7531	0	0	0.0000
Streptomyces sp. NPDC049040	3365593	YES	7095	0	0	7095	0	0	0.0000
Streptomyces sp. NPDC049541	3365594	YES	6921	0	0	6921	0	0	0.0000
Streptomyces sp. NPDC049627	3365595	YES	8251	0	0	8251	0	0	0.0000
Streptomyces sp. NPDC049687	3365596	YES	8065	0	0	8065	0	0	0.0000
Streptomyces sp. NPDC049813	3365597	YES	6558	0	0	6558	0	0	0.0000
Streptomyces sp. NPDC049879	3365598	YES	4430	0	0	4430	0	0	0.0000
Streptomyces sp. NPDC049936	3365599	YES	5621	0	0	5621	0	0	0.0000
Streptomyces sp. NPDC050085	3365600	YES	4358	0	0	4358	0	0	0.0000
Streptomyces sp. NPDC050121	3365601	YES	7493	0	0	7493	0	0	0.0000
Streptomyces sp. NPDC050145	3365602	YES	7305	0	0	7305	0	0	0.0000
Streptomyces sp. NPDC050149	3365603	YES	4012	0	0	4012	0	0	0.0000
Streptomyces sp. NPDC050161	3365604	YES	6186	0	0	6186	0	0	0.0000
Streptomyces sp. NPDC050164	3365605	YES	7713	0	0	7713	0	0	0.0000
Streptomyces sp. NPDC050255	3365606	YES	3223	0	0	3223	0	0	0.0000
Streptomyces sp. NPDC050256	3365607	YES	3256	0	0	3256	0	0	0.0000
Streptomyces sp. NPDC050287	3365608	YES	8372	0	0	8372	0	0	0.0000
Streptomyces sp. NPDC050355	3365609	YES	3210	0	0	3210	0	0	0.0000
Streptomyces sp. NPDC050400	3365610	YES	7476	0	0	7476	0	0	0.0000
Streptomyces sp. NPDC050416	3365611	YES	6690	0	0	6690	0	0	0.0000
Streptomyces sp. NPDC050418	3365612	YES	6670	0	0	6670	0	0	0.0000
Streptomyces sp. NPDC050421	3365613	YES	3091	0	0	3091	0	0	0.0000
Streptomyces sp. NPDC050422	3365614	YES	3552	0	0	3552	0	0	0.0000
Streptomyces sp. NPDC050433	3365615	YES	3519	0	0	3519	0	0	0.0000
Streptomyces sp. NPDC050481	3365616	YES	370	0	0	370	0	0	0.0000
Streptomyces sp. NPDC050485	3365617	YES	7820	0	0	7820	0	0	0.0000
Streptomyces sp. NPDC050504	3365618	YES	7572	0	0	7572	0	0	0.0000
Streptomyces sp. NPDC050507	3365619	YES	2416	0	0	2416	0	0	0.0000
Streptomyces sp. NPDC050509	3365620	YES	6753	0	0	6753	0	0	0.0000
Streptomyces sp. NPDC050516	3365621	YES	6004	0	0	6004	0	0	0.0000
Streptomyces sp. NPDC050523	3365622	YES	4961	0	0	4961	0	0	0.0000
Streptomyces sp. NPDC050528	3365623	YES	4560	0	0	4560	0	0	0.0000
Streptomyces sp. NPDC050529	3365624	YES	4081	0	0	4081	0	0	0.0000
Streptomyces sp. NPDC050534	3365625	YES	7509	0	0	7509	0	0	0.0000
Streptomyces sp. NPDC050535	3365626	YES	7846	0	0	7846	0	0	0.0000
Streptomyces sp. NPDC050538	3365627	YES	4477	0	0	4477	0	0	0.0000
Streptomyces sp. NPDC050546	3365628	YES	7595	0	0	7595	0	0	0.0000
Streptomyces sp. NPDC050548	3365629	YES	8360	0	0	8360	0	0	0.0000
Streptomyces sp. NPDC050560	3365630	YES	7110	0	0	7110	0	0	0.0000
Streptomyces sp. NPDC050564	3365631	YES	8600	0	0	8600	0	0	0.0000
Streptomyces sp. NPDC050585	3365632	YES	2429	0	0	2429	0	0	0.0000
Streptomyces sp. NPDC050658	3365633	YES	365	0	0	365	0	0	0.0000
Streptomyces sp. NPDC050743	3365634	YES	8988	0	0	8988	0	0	0.0000
Streptomyces sp. NPDC050759	3365635	YES	8315	0	0	8315	0	0	0.0000
Streptomyces sp. NPDC050842	3365636	YES	6385	0	0	6385	0	0	0.0000
Streptomyces sp. NPDC050988	3365637	YES	8592	0	0	8592	0	0	0.0000
Streptomyces sp. NPDC051016	3365638	YES	5236	0	0	5236	0	0	0.0000
Streptomyces sp. NPDC051018	3365639	YES	6612	0	0	6612	0	0	0.0000
Streptomyces sp. NPDC051041	3365640	YES	5004	0	0	5004	0	0	0.0000
Streptomyces sp. NPDC051064	3365641	YES	3756	0	0	3756	0	0	0.0000
Streptomyces sp. NPDC051109	3365642	YES	6596	0	0	6596	0	0	0.0000
Streptomyces sp. NPDC051136	3365643	YES	119	0	0	119	0	0	0.0000
Streptomyces sp. NPDC051217	3365644	YES	6571	0	0	6571	0	0	0.0000
Streptomyces sp. NPDC051218	3365645	YES	6314	0	0	6314	0	0	0.0000
Streptomyces sp. NPDC051243	3365646	YES	7654	0	0	7654	0	0	0.0000
Streptomyces sp. NPDC051286	3365647	YES	6369	0	0	6369	0	0	0.0000
Streptomyces sp. NPDC051287	3365648	YES	2747	0	0	2747	0	0	0.0000
Streptomyces sp. NPDC051310	3365649	YES	5659	0	0	5659	0	0	0.0000
Streptomyces sp. NPDC051315	3365650	YES	7183	0	0	7183	0	0	0.0000
Streptomyces sp. NPDC051362	3365651	YES	3417	0	0	3417	0	0	0.0000
Streptomyces sp. NPDC051366	3365652	YES	6792	0	0	6792	0	0	0.0000
Streptomyces sp. NPDC051445	3365653	YES	3215	0	0	3215	0	0	0.0000
Streptomyces sp. NPDC051452	3365654	YES	6042	0	0	6042	0	0	0.0000
Streptomyces sp. NPDC051546	3365655	YES	4814	0	0	4814	0	0	0.0000
Streptomyces sp. NPDC051554	3365656	YES	5509	0	0	5509	0	0	0.0000
Streptomyces sp. NPDC051555	3365657	YES	7743	0	0	7743	0	0	0.0000
Streptomyces sp. NPDC051561	3365658	YES	7973	0	0	7973	0	0	0.0000
Streptomyces sp. NPDC051563	3365659	YES	4570	0	0	4570	0	0	0.0000
Streptomyces sp. NPDC051567	3365660	YES	5778	0	0	5778	0	0	0.0000
Streptomyces sp. NPDC051569	3365661	YES	5607	0	0	5607	0	0	0.0000
Streptomyces sp. NPDC051578	3365662	YES	4578	0	0	4578	0	0	0.0000
Streptomyces sp. NPDC051636	3365663	YES	7727	0	0	7727	0	0	0.0000
Streptomyces sp. NPDC051640	3365664	YES	188	0	0	188	0	0	0.0000
Streptomyces sp. NPDC051643	3365665	YES	1836	0	0	1836	0	0	0.0000
Streptomyces sp. NPDC051644	3365666	YES	3261	0	0	3261	0	0	0.0000
Streptomyces sp. NPDC051658	3365667	YES	5109	0	0	5109	0	0	0.0000
Streptomyces sp. NPDC051664	3365668	YES	7060	0	0	7060	0	0	0.0000
Streptomyces sp. NPDC051677	3365669	YES	8922	0	0	8922	0	0	0.0000
Streptomyces sp. NPDC051684	3365670	YES	7502	0	0	7502	0	0	0.0000
Streptomyces sp. NPDC051704	3365671	YES	6677	0	0	6677	0	0	0.0000
Streptomyces sp. NPDC051738	3365672	YES	2153	0	0	2153	0	0	0.0000
Streptomyces sp. NPDC051740	3365673	YES	6098	0	0	6098	0	0	0.0000
Streptomyces sp. NPDC051815	3365674	YES	2854	0	0	2854	0	0	0.0000
Streptomyces sp. NPDC051822	3365675	YES	292	0	0	292	0	0	0.0000
Streptomyces sp. NPDC051913	3365676	YES	8315	0	0	8315	0	0	0.0000
Streptomyces sp. NPDC051956	3365677	YES	7072	0	0	7072	0	0	0.0000
Streptomyces sp. NPDC051963	3365678	YES	4080	0	0	4080	0	0	0.0000
Streptomyces sp. NPDC052013	3365679	YES	6084	0	0	6084	0	0	0.0000
Streptomyces sp. NPDC052016	3365680	YES	4028	0	0	4028	0	0	0.0000
Streptomyces sp. NPDC052023	3365681	YES	6786	0	0	6786	0	0	0.0000
Streptomyces sp. NPDC052040	3365682	YES	2880	0	0	2880	0	0	0.0000
Streptomyces sp. NPDC052042	3365683	YES	6936	0	0	6936	0	0	0.0000
Streptomyces sp. NPDC052043	3365684	YES	5362	0	0	5362	0	0	0.0000
Streptomyces sp. NPDC052092	3365685	YES	1493	0	0	1493	0	0	0.0000
Streptomyces sp. NPDC052236	3365686	YES	8327	0	0	8327	0	0	0.0000
Streptomyces sp. NPDC052301	3365687	YES	7430	0	0	7430	0	0	0.0000
Streptomyces sp. NPDC052302	3365688	YES	1663	0	0	1663	0	0	0.0000
Streptomyces sp. NPDC052396	3365689	YES	6543	0	0	6543	0	0	0.0000
Streptomyces sp. NPDC052415	3365690	YES	6025	0	0	6025	0	0	0.0000
Streptomyces sp. NPDC052492	3365691	YES	1316	0	0	1316	0	0	0.0000
Streptomyces sp. NPDC052494	3365692	YES	58	0	0	58	0	0	0.0000
Streptomyces sp. NPDC052773	3365693	YES	6104	0	0	6104	0	0	0.0000
Streptomyces sp. NPDC053048	3365694	YES	6341	0	0	6341	0	0	0.0000
Streptomyces sp. NPDC053069	3365695	YES	2731	0	0	2731	0	0	0.0000
Streptomyces sp. NPDC053076	3365696	YES	71	0	0	71	0	0	0.0000
Streptomyces sp. NPDC053079	3365697	YES	5683	0	0	5683	0	0	0.0000
Streptomyces sp. NPDC053086	3365698	YES	66	0	0	66	0	0	0.0000
Streptomyces sp. NPDC053253	3365699	YES	3619	0	0	3619	0	0	0.0000
Streptomyces sp. NPDC053367	3365700	YES	6945	0	0	6945	0	0	0.0000
Streptomyces sp. NPDC053427	3365701	YES	7412	0	0	7412	0	0	0.0000
Streptomyces sp. NPDC053429	3365702	YES	3718	0	0	3718	0	0	0.0000
Streptomyces sp. NPDC053431	3365703	YES	6944	0	0	6944	0	0	0.0000
Streptomyces sp. NPDC053474	3365704	YES	7325	0	0	7325	0	0	0.0000
Streptomyces sp. NPDC053493	3365705	YES	6477	0	0	6477	0	0	0.0000
Streptomyces sp. NPDC053495	3365706	YES	46	0	0	46	0	0	0.0000
Streptomyces sp. NPDC053499	3365707	YES	3614	0	0	3614	0	0	0.0000
Streptomyces sp. NPDC053513	3365708	YES	47	0	0	47	0	0	0.0000
Streptomyces sp. NPDC053541	3365709	YES	2796	0	0	2796	0	0	0.0000
Streptomyces sp. NPDC053542	3365710	YES	6174	0	0	6174	0	0	0.0000
Streptomyces sp. NPDC053560	3365711	YES	6618	0	0	6618	0	0	0.0000
Streptomyces sp. NPDC053707	3365712	YES	388	0	0	388	0	0	0.0000
Streptomyces sp. NPDC053726	3365713	YES	996	0	0	996	0	0	0.0000
Streptomyces sp. NPDC053750	3365714	YES	7588	0	0	7588	0	0	0.0000
Streptomyces sp. NPDC053780	3365715	YES	170	0	0	170	0	0	0.0000
Streptomyces sp. NPDC053792	3365716	YES	1940	0	0	1940	0	0	0.0000
Streptomyces sp. NPDC053813	3365717	YES	1551	0	0	1551	0	0	0.0000
Streptomyces sp. NPDC055082	3365718	YES	258	0	0	258	0	0	0.0000
Streptomyces sp. NPDC055105	3365719	YES	4371	0	0	4371	0	0	0.0000
Streptomyces sp. NPDC055243	3365720	YES	65	0	0	65	0	0	0.0000
Streptomyces sp. NPDC058319	3365721	YES	69	0	0	69	0	0	0.0000
Streptomyces sp. NPDC079020	3365722	YES	3448	0	0	3448	0	0	0.0000
Streptomyces sp. NPDC085460	3365723	YES	3552	0	0	3552	0	0	0.0000
Streptomyces sp. NPDC085463	3365724	YES	1793	0	0	1793	0	0	0.0000
Streptomyces sp. NPDC085466	3365725	YES	5455	0	0	5455	0	0	0.0000
Streptomyces sp. NPDC085479	3365726	YES	4118	0	0	4118	0	0	0.0000
Streptomyces sp. NPDC085481	3365727	YES	6398	0	0	6398	0	0	0.0000
Streptomyces sp. NPDC085524	3365728	YES	2801	0	0	2801	0	0	0.0000
Streptomyces sp. NPDC085529	3365729	YES	5780	0	0	5780	0	0	0.0000
Streptomyces sp. NPDC085540	3365730	YES	6558	0	0	6558	0	0	0.0000
Streptomyces sp. NPDC085596	3365731	YES	5494	0	0	5494	0	0	0.0000
Streptomyces sp. NPDC085612	3365732	YES	4216	0	0	4216	0	0	0.0000
Streptomyces sp. NPDC085614	3365733	YES	3518	0	0	3518	0	0	0.0000
Streptomyces sp. NPDC085639	3365734	YES	3069	0	0	3069	0	0	0.0000
Streptomyces sp. NPDC085665	3365735	YES	2913	0	0	2913	0	0	0.0000
Streptomyces sp. NPDC085866	3365736	YES	3997	0	0	3997	0	0	0.0000
Streptomyces sp. NPDC085900	3365737	YES	5944	0	0	5944	0	0	0.0000
Streptomyces sp. NPDC085927	3365738	YES	5426	0	0	5426	0	0	0.0000
Streptomyces sp. NPDC085929	3365739	YES	3480	0	0	3480	0	0	0.0000
Streptomyces sp. NPDC085931	3365740	YES	3549	0	0	3549	0	0	0.0000
Streptomyces sp. NPDC085932	3365741	YES	4177	0	0	4177	0	0	0.0000
Streptomyces sp. NPDC085937	3365742	YES	5232	0	0	5232	0	0	0.0000
Streptomyces sp. NPDC085942	3365743	YES	2408	0	0	2408	0	0	0.0000
Streptomyces sp. NPDC085946	3365744	YES	7511	0	0	7511	0	0	0.0000
Streptomyces sp. NPDC086010	3365745	YES	6228	0	0	6228	0	0	0.0000
Streptomyces sp. NPDC086023	3365746	YES	6645	0	0	6645	0	0	0.0000
Streptomyces sp. NPDC086033	3365747	YES	5999	0	0	5999	0	0	0.0000
Streptomyces sp. NPDC086080	3365748	YES	7124	0	0	7124	0	0	0.0000
Streptomyces sp. NPDC086081	3365749	YES	3561	0	0	3561	0	0	0.0000
Streptomyces sp. NPDC086082	3365750	YES	4613	0	0	4613	0	0	0.0000
Streptomyces sp. NPDC086091	3365751	YES	4021	0	0	4021	0	0	0.0000
Streptomyces sp. NPDC086549	3365752	YES	9466	0	0	9466	0	0	0.0000
Streptomyces sp. NPDC086669	3365753	YES	1708	0	0	1708	0	0	0.0000
Streptomyces sp. NPDC086766	3365754	YES	5333	0	0	5333	0	0	0.0000
Streptomyces sp. NPDC086771	3365755	YES	97	0	0	97	0	0	0.0000
Streptomyces sp. NPDC086776	3365756	YES	1548	0	0	1548	0	0	0.0000
Streptomyces sp. NPDC086782	3365757	YES	1337	0	0	1337	0	0	0.0000
Streptomyces sp. NPDC086783	3365758	YES	5881	0	0	5881	0	0	0.0000
Streptomyces sp. NPDC086787	3365759	YES	6510	0	0	6510	0	0	0.0000
Streptomyces sp. NPDC086796	3365760	YES	489	0	0	489	0	0	0.0000
Streptomyces sp. NPDC086835	3365761	YES	3713	0	0	3713	0	0	0.0000
Streptomyces sp. NPDC086838	3365762	YES	5207	0	0	5207	0	0	0.0000
Streptomyces sp. NPDC086843	3365763	YES	1481	0	0	1481	0	0	0.0000
Streptomyces sp. NPDC086989	3365764	YES	6453	0	0	6453	0	0	0.0000
Streptomyces sp. NPDC086993	3365765	YES	1314	0	0	1314	0	0	0.0000
Streptomyces sp. NPDC087212	3365766	YES	2742	0	0	2742	0	0	0.0000
Streptomyces sp. NPDC087215	3365767	YES	36	0	0	36	0	0	0.0000
Streptomyces sp. NPDC087216	3365768	YES	36	0	0	36	0	0	0.0000
Streptomyces sp. NPDC087218	3365769	YES	5413	0	0	5413	0	0	0.0000
Streptomyces sp. NPDC087219	3365770	YES	2168	0	0	2168	0	0	0.0000
Streptomyces sp. NPDC087226	3365771	YES	3726	0	0	3726	0	0	0.0000
Streptomyces sp. NPDC087228	3365772	YES	1694	0	0	1694	0	0	0.0000
Streptomyces sp. NPDC087263	3365773	YES	6907	0	0	6907	0	0	0.0000
Streptomyces sp. NPDC087270	3365774	YES	4305	0	0	4305	0	0	0.0000
Streptomyces sp. NPDC087272	3365775	YES	206	0	0	206	0	0	0.0000
Streptomyces sp. NPDC087290	3365776	YES	1239	0	0	1239	0	0	0.0000
Streptomyces sp. NPDC087294	3365777	YES	3545	0	0	3545	0	0	0.0000
Streptomyces sp. NPDC087297	3365778	YES	3578	0	0	3578	0	0	0.0000
Streptomyces sp. NPDC087298	3365779	YES	1527	0	0	1527	0	0	0.0000
Streptomyces sp. NPDC087300	3365780	YES	8407	0	0	8407	0	0	0.0000
Streptomyces sp. NPDC087305	3365781	YES	4792	0	0	4792	0	0	0.0000
Streptomyces sp. NPDC087307	3365782	YES	1351	0	0	1351	0	0	0.0000
Streptomyces sp. NPDC087310	3365783	YES	48	0	0	48	0	0	0.0000
Streptomyces sp. NPDC087317	3365784	YES	1273	0	0	1273	0	0	0.0000
Streptomyces sp. NPDC087420	3365785	YES	6505	0	0	6505	0	0	0.0000
Streptomyces sp. NPDC087422	3365786	YES	3218	0	0	3218	0	0	0.0000
Streptomyces sp. NPDC087425	3365787	YES	2872	0	0	2872	0	0	0.0000
Streptomyces sp. NPDC087428	3365788	YES	3978	0	0	3978	0	0	0.0000
Streptomyces sp. NPDC087437	3365789	YES	5230	0	0	5230	0	0	0.0000
Streptomyces sp. NPDC087440	3365790	YES	8071	0	0	8071	0	0	0.0000
Streptomyces sp. NPDC087460	3365791	YES	98	0	0	98	0	0	0.0000
Streptomyces sp. NPDC087511	3365792	YES	1333	0	0	1333	0	0	0.0000
Streptomyces sp. NPDC087525	3365793	YES	3155	0	0	3155	0	0	0.0000
Streptomyces sp. NPDC087529	3365794	YES	26	0	0	26	0	0	0.0000
Streptomyces sp. NPDC087532	3365795	YES	1576	0	0	1576	0	0	0.0000
Streptomyces sp. NPDC087534	3365796	YES	47	0	0	47	0	0	0.0000
Streptomyces sp. NPDC087538	3365797	YES	2866	0	0	2866	0	0	0.0000
Streptomyces sp. NPDC087539	3365798	YES	1096	0	0	1096	0	0	0.0000
Streptomyces sp. NPDC087568	3365799	YES	1493	0	0	1493	0	0	0.0000
Streptomyces sp. NPDC087658	3365800	YES	1709	0	0	1709	0	0	0.0000
Streptomyces sp. NPDC087659	3365801	YES	2564	0	0	2564	0	0	0.0000
Streptomyces sp. NPDC087769	3365802	YES	2606	0	0	2606	0	0	0.0000
Streptomyces sp. NPDC087787	3365803	YES	2207	0	0	2207	0	0	0.0000
Streptomyces sp. NPDC087843	3365804	YES	4157	0	0	4157	0	0	0.0000
Streptomyces sp. NPDC087844	3365805	YES	7693	0	0	7693	0	0	0.0000
Streptomyces sp. NPDC087845	3365806	YES	1802	0	0	1802	0	0	0.0000
Streptomyces sp. NPDC087846	3365807	YES	156	0	0	156	0	0	0.0000
Streptomyces sp. NPDC087849	3365808	YES	1958	0	0	1958	0	0	0.0000
Streptomyces sp. NPDC087850	3365809	YES	2896	0	0	2896	0	0	0.0000
Streptomyces sp. NPDC087851	3365810	YES	4543	0	0	4543	0	0	0.0000
Streptomyces sp. NPDC087856	3365811	YES	5058	0	0	5058	0	0	0.0000
Streptomyces sp. NPDC087859	3365812	YES	3528	0	0	3528	0	0	0.0000
Streptomyces sp. NPDC087862	3365813	YES	1136	0	0	1136	0	0	0.0000
Streptomyces sp. NPDC087864	3365814	YES	55	0	0	55	0	0	0.0000
Streptomyces sp. NPDC087866	3365815	YES	1151	0	0	1151	0	0	0.0000
Streptomyces sp. NPDC087894	3365816	YES	2532	0	0	2532	0	0	0.0000
Streptomyces sp. NPDC087897	3365817	YES	4460	0	0	4460	0	0	0.0000
Streptomyces sp. NPDC087901	3365818	YES	5047	0	0	5047	0	0	0.0000
Streptomyces sp. NPDC087903	3365819	YES	7573	0	0	7573	0	0	0.0000
Streptomyces sp. NPDC087908	3365820	YES	3132	0	0	3132	0	0	0.0000
Streptomyces sp. NPDC088019	3365821	YES	72	0	0	72	0	0	0.0000
Streptomyces sp. NPDC088090	3365822	YES	3539	0	0	3539	0	0	0.0000
Streptomyces sp. NPDC088097	3365823	YES	2982	0	0	2982	0	0	0.0000
Streptomyces sp. NPDC088115	3365824	YES	2900	0	0	2900	0	0	0.0000
Streptomyces sp. NPDC088116	3365825	YES	6396	0	0	6396	0	0	0.0000
Streptomyces sp. NPDC088131	3365826	YES	1405	0	0	1405	0	0	0.0000
Streptomyces sp. NPDC088137	3365827	YES	2499	0	0	2499	0	0	0.0000
Streptomyces sp. NPDC088139	3365828	YES	1133	0	0	1133	0	0	0.0000
Streptomyces sp. NPDC088146	3365829	YES	1734	0	0	1734	0	0	0.0000
Streptomyces sp. NPDC088147	3365830	YES	2595	0	0	2595	0	0	0.0000
Streptomyces sp. NPDC088156	3365831	YES	72	0	0	72	0	0	0.0000
Streptomyces sp. NPDC088157	3365832	YES	72	0	0	72	0	0	0.0000
Streptomyces sp. NPDC088166	3365833	YES	44	0	0	44	0	0	0.0000
Streptomyces sp. NPDC088170	3365834	YES	1132	0	0	1132	0	0	0.0000
Streptomyces sp. NPDC088175	3365835	YES	14	0	0	14	0	0	0.0000
Streptomyces sp. NPDC088178	3365836	YES	2136	0	0	2136	0	0	0.0000
Streptomyces sp. NPDC088180	3365837	YES	2460	0	0	2460	0	0	0.0000
Streptomyces sp. NPDC088182	3365838	YES	2839	0	0	2839	0	0	0.0000
Streptomyces sp. NPDC088190	3365839	YES	18	0	0	18	0	0	0.0000
Streptomyces sp. NPDC088197	3365840	YES	2942	0	0	2942	0	0	0.0000
Streptomyces sp. NPDC088244	3365841	YES	652	0	0	652	0	0	0.0000
Streptomyces sp. NPDC088246	3365842	YES	7144	0	0	7144	0	0	0.0000
